MonthlyCharges,TotalCharges,Churn,PlanDurationMonths,SeniorCitizen,Partner_Yes,Dependents_Yes,InternetService_Fiber optic,InternetService_nan,MultipleLines_Yes,Type_encoded,OnlineSecurity_bin,OnlineBackup_bin,DeviceProtection_bin,TechSupport_bin,StreamingTV_bin,StreamingMovies_bin,ChargeRatio,TotalServices,LongTermCustomer
-0.34438058895335305,-0.5835236623053481,0,-0.593190109928238,0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,1,1,0,0,-0.6009418002059987,-0.02051905022830094,0
0.9850570111795457,-0.6275757767289609,1,-0.9531554685291915,0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,1,1,-0.9470686542512814,-0.02051905022830094,0
0.3502505571160864,-0.8980870832771656,0,-1.1931323742631605,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,1,-1.184496141136714,1.0619953374715,0
0.46989994112804756,0.6046922332519411,0,0.6066944187416075,0,1.0,0.0,1.0,0.0,1.0,1.0,0,1,0,0,0,0,0.564852576333837,-0.5617762440782015,1
0.47987072312904416,0.09594215065214973,0,-0.03324399654897673,0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,1,1,1,1,-0.03428157095716231,1.6032525313214008,1
-1.4827115340671475,-0.5950826547730361,0,0.726682871608592,0,1.0,1.0,0.0,1.0,0.0,2.0,0,0,0,0,0,0,0.5621277539967278,-1.103033437928102,1
0.5014740841312035,-0.614296170878678,0,-0.9131593175735301,0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,1,0,0,0,-0.8644608244871055,-0.02051905022830094,0
-0.5221928679711283,-0.9841398115528358,0,-1.2731246761744837,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,-1.275643655008429,-0.5617762440782015,0
-1.4744025490663168,-0.5246036835244418,0,0.806675173519915,0,1.0,1.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.857511428193228,-1.103033437928102,1
1.5567151792366918,2.1261777055302837,0,1.2866289849878532,1,1.0,1.0,1.0,0.0,1.0,2.0,1,0,1,1,1,1,1.2701240465603971,1.6032525313214008,1
-1.3464441800535252,-0.3772706478532799,0,1.2066366830765303,0,1.0,1.0,0.0,1.0,1.0,2.0,0,0,0,0,0,0,1.072324563363649,-1.103033437928102,1
-0.00869759491979612,-0.9275139839487225,0,-1.1931323742631605,0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,-1.2044728974490422,0.5207381436215996,0
1.5201556452330371,1.702862695120103,0,0.9666597773425611,1,0.0,0.0,1.0,0.0,1.0,1.0,1,1,1,0,1,1,0.9428100342370522,1.6032525313214008,1
-0.3028356639492,0.18049485700453238,0,0.566698267785946,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0.6482720466074439,-0.5617762440782015,1
-0.33607160395252245,-0.7930193712092296,0,-0.9931516194848531,0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,-0.9575061347973747,-0.02051905022830094,0
0.3319707901142591,-0.07431033764101187,0,-0.11323629846029976,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,-0.1678694674344704,1.0619953374715,1
-1.2916048790480432,-0.4690366949250022,0,0.5267021168302845,0,1.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0.5936173701152987,-1.103033437928102,1
0.48485611412954227,-0.9707719691188302,1,-1.2731246761744837,0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,-1.275643655008429,-0.5617762440782015,0
-0.47233895796614456,-0.7563570706724021,0,-0.8731631666178685,0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,-0.8615631926267064,0.5207381436215996,0
0.34526516611558833,-0.7865560414515337,1,-1.0331477704405145,0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,-1.047455305219279,-0.5617762440782015,0
1.2974748472107767,0.9034392465914449,0,0.40671366396329994,0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,1,1,1,1,0.3788422492208539,1.6032525313214008,1
-1.4827115340671475,-0.5763544398778698,0,0.6866867206529306,0,1.0,0.0,0.0,1.0,0.0,2.0,0,0,0,0,0,0,0.6477861633431663,-1.103033437928102,1
1.1479131171958254,-0.6004430272341968,0,-0.9531554685291915,0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0,0,1,1,-0.9401065351435509,0.5207381436215996,0
-0.08680205392760396,-0.028361136667358768,0,0.12674060727366931,0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0.13309609364881467,-0.02051905022830094,1
-1.4660935640654862,-0.5394494887358046,0,0.646690569697269,0,1.0,1.0,0.0,1.0,0.0,2.0,0,0,0,0,0,0,0.7649369618717734,-1.103033437928102,1
-1.4893587220678117,-0.5967591498637697,0,0.566698267785946,0,1.0,1.0,0.0,1.0,0.0,2.0,0,0,0,0,0,0,0.5732143848830873,-1.103033437928102,1
-1.0307027500219619,-0.5605159730996254,0,-0.15323244941596129,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,-0.10041909759682764,-0.5617762440782015,1
0.574593152138513,0.12814850371097536,0,-0.11323629846029976,0,1.0,1.0,1.0,0.0,0.0,0.0,0,1,1,0,0,0,-0.04263724463091286,-0.02051905022830094,1
0.3303089931140931,-0.9728234696903856,0,-1.2731246761744837,1,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,-1.275643655008429,-0.5617762440782015,0
0.6394032351449919,1.5152496589794784,0,1.3666212868991763,0,1.0,1.0,0.0,0.0,1.0,2.0,1,0,1,1,1,1,1.4496653705508082,1.6032525313214008,1
1.5384354122348645,2.1297071688791958,0,1.3266251359435148,0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,1,0,1,1,1.2858630400359123,1.6032525313214008,1
1.2010906212011416,2.2850256153772723,0,1.6065981926331454,0,0.0,0.0,1.0,0.0,1.0,2.0,0,1,1,0,1,1,1.6894938082602702,1.0619953374715,1
0.47156173812821356,-0.5966488541341161,1,-0.833167015662207,0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,-0.8387096085569402,-0.5617762440782015,0
0.06940686408801149,1.0892654919116826,0,1.5666020416774837,0,1.0,1.0,0.0,0.0,1.0,1.0,1,1,0,1,0,0,1.5719855940768195,0.5207381436215996,1
-1.4527991880641573,-0.9555511584266455,1,-1.1131400723518377,0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,-1.0963919739136185,-1.103033437928102,0
-1.4544609850643233,-0.5173021062213792,0,0.806675173519915,0,0.0,0.0,0.0,1.0,0.0,2.0,0,0,0,0,0,0,0.8274463772725135,-1.103033437928102,1
1.1213243651931677,0.10357461514417286,1,-0.3132170532386073,1,1.0,0.0,1.0,0.0,0.0,0.0,0,1,1,0,1,1,-0.27833850719833064,1.0619953374715,1
-1.481049737066981,-0.9968679387548512,0,-1.2731246761744837,0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,-1.275643655008429,-1.103033437928102,0
-1.505976692069473,-0.9971988259438118,0,-1.2731246761744837,0,1.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,-1.275643655008429,-1.103033437928102,0
1.0049985751815391,0.5849492976439624,0,0.24672906014065388,0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,1,1,1,0,0.22689310001230947,0.5207381436215996,1
-0.6385186579827569,0.3297911566635268,0,1.3666212868991763,1,1.0,0.0,0.0,0.0,0.0,1.0,0,1,1,0,1,0,1.385957187378757,0.5207381436215996,1
1.503537675231376,2.352438365341499,1,1.4466135888104992,0,1.0,0.0,1.0,0.0,1.0,2.0,0,1,1,1,1,1,1.4973128165270537,1.6032525313214008,1
-1.3447823830533592,-0.9615733052657274,0,-1.1131400723518377,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.1486439057238162,-1.103033437928102,0
1.3091074262119398,2.2162010800734806,0,1.6065981926331454,0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,0,0,1,1,1.5347957615796417,1.0619953374715,1
-1.150352134033923,-0.5965164992585318,0,-0.03324399654897673,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,-0.06528382391119737,-0.5617762440782015,1
0.9833952141793793,0.7242307450504181,0,0.44670981491896145,0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,1,1,0.3735750237612107,-0.02051905022830094,1
-1.5076384890696393,-0.4043372199102518,0,1.6065981926331454,0,1.0,1.0,0.0,1.0,0.0,2.0,0,0,0,0,0,0,1.5408996111922686,-1.103033437928102,1
1.0631614701873533,1.3055333586162896,1,0.9266636263868996,0,1.0,0.0,1.0,0.0,1.0,0.0,1,1,0,0,1,0,0.8853880012301362,0.5207381436215996,1
-0.22639300194155818,0.3364089004427376,0,0.806675173519915,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1,1,0,0,0.8182585773914268,0.5207381436215996,1
0.893658176170409,0.7387015447809587,0,0.44670981491896145,0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,1,0,1,0,0.43791021622676585,0.5207381436215996,1
0.39013368512007346,0.25959895431203156,1,0.20673290918499235,1,1.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0.20812739861328686,-1.103033437928102,1
-0.33773340095268845,0.504609888164344,0,1.2866289849878532,0,1.0,1.0,0.0,0.0,0.0,2.0,0,1,0,1,1,1,1.2331378449813963,1.0619953374715,1
0.8338334841644282,-0.8961899967271251,0,-1.1931323742631605,0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,1,0,-1.2038947089091945,0.5207381436215996,0
-1.1204397880309327,-0.5088534533299203,0,0.12674060727366931,0,0.0,0.0,0.0,0.0,0.0,2.0,1,0,0,0,0,0,0.1586525339391863,-0.5617762440782015,1
1.1794872601989819,-0.536074439408407,1,-0.9131593175735301,0,1.0,1.0,1.0,0.0,1.0,0.0,1,0,0,0,1,1,-0.8844964946478081,0.5207381436215996,0
-1.4660935640654862,-0.6373259192303314,0,0.3667175130076384,0,0.0,0.0,0.0,1.0,0.0,2.0,0,0,0,0,0,0,0.3281127134471361,-1.103033437928102,1
0.6792863631489789,-0.056530666020865795,0,-0.2332247513272843,0,1.0,1.0,1.0,0.0,1.0,0.0,0,1,0,1,0,0,-0.2894955155152297,-0.02051905022830094,1
1.1645310871974868,1.4275424947590052,0,0.9666597773425611,0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,1,0,1,1,0.9307724011857857,0.5207381436215996,1
-1.46443176706532,-0.9560364596371209,0,-1.0731439213961762,0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,-1.0948343367495572,-1.103033437928102,0
0.32033821111309646,-0.9045062947429998,1,-1.1931323742631605,0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,-1.1908533484068882,-1.103033437928102,0
-0.467353566965646,-0.8512113981744227,0,-1.0331477704405145,0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,-1.0353326365612454,-0.5617762440782015,0
-1.4594463760648215,-0.9780294281300312,0,-1.153136223307499,0,1.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,-1.193641115496793,-1.103033437928102,0
0.8039211381614382,0.3299676298309725,0,0.046748305362346296,0,0.0,0.0,1.0,0.0,0.0,2.0,1,0,0,1,1,0,0.06766762574564675,0.5207381436215996,1
0.44164939212522314,-0.06363371101055196,1,-0.2332247513272843,1,0.0,0.0,1.0,0.0,1.0,0.0,0,0,1,0,0,0,-0.20381899779235793,-0.5617762440782015,1
-1.3697093380558512,-0.24520254116616408,0,1.6065981926331454,0,1.0,0.0,0.0,1.0,1.0,2.0,0,0,0,0,0,0,1.6601636456416016,-1.103033437928102,1
-1.4960059100684764,-0.9970664710682275,0,-1.2731246761744837,0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,-1.275643655008429,-1.103033437928102,0
-0.2762469119465419,0.7524885109876478,0,1.5666020416774837,1,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0,0,1,1,1.5542778546075855,1.0619953374715,1
0.7042133181514708,-0.4694558186976855,0,-0.7931708647065455,0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,1,-0.7412213091683767,-0.5617762440782015,0
-0.2047896409393986,-0.34283632105545325,1,-0.3132170532386073,0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,-0.27367998193108833,1.6032525313214008,1
-0.47233895796614456,0.4325205992628083,0,1.4066174378548377,0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,1,0,0,1.3059646356622339,-0.5617762440782015,1
-0.9742016520163136,-0.990139899245987,1,-1.2731246761744837,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,-1.275643655008429,-0.5617762440782015,0
-0.6784017859867437,-0.9699337215734635,1,-1.2331285252188222,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.2418138025825871,-1.103033437928102,0
-1.2982520670487077,-0.4815662898136412,0,0.44670981491896145,0,0.0,0.0,0.0,1.0,1.0,2.0,0,0,0,0,0,0,0.5635488969382251,-1.103033437928102,1
0.3402797751150897,-0.22113601295576768,0,-0.3932093551499304,0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,-0.3521195493212959,-0.5617762440782015,0
-1.481049737066981,-0.44205835945175304,0,1.2866289849878532,0,1.0,1.0,0.0,1.0,0.0,2.0,0,0,0,0,0,0,1.2556425563448437,-1.103033437928102,1
-1.5009913010689746,-0.4893531683271792,0,1.0066559282982226,0,0.0,1.0,0.0,1.0,0.0,2.0,0,0,0,0,0,0,1.111990304128684,-1.103033437928102,1
0.18905624809997262,-0.9746984970944953,1,-1.2731246761744837,1,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.275643655008429,-1.103033437928102,0
0.7740087921584478,1.829107187281513,0,1.6065981926331454,1,1.0,1.0,0.0,0.0,1.0,2.0,1,1,1,1,1,1,1.6509526912267116,2.1445097251713015,1
0.21232140610229844,-0.7571070816340459,1,-0.9931516194848531,0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,0,1,-0.9941953148743576,0.5207381436215996,0
1.2060760122016398,1.628633669063289,0,1.1666405321208686,0,1.0,0.0,1.0,0.0,1.0,2.0,0,1,0,0,1,1,1.0863783623583574,0.5207381436215996,1
0.6493740171459885,1.3276586819847844,0,1.2866289849878532,0,0.0,0.0,1.0,0.0,1.0,1.0,1,1,0,0,0,0,1.2347374679439527,-0.02051905022830094,1
-1.3564149620545218,-0.23097439204086098,0,1.5666020416774837,1,1.0,0.0,0.0,1.0,1.0,2.0,0,0,0,0,0,0,1.6652032298158328,-1.103033437928102,1
1.1396041321949948,1.8251586001599174,0,1.3266251359435148,0,1.0,1.0,1.0,0.0,1.0,2.0,1,1,0,1,1,0,1.3177499977960823,1.0619953374715,1
-1.5009913010689746,-0.9787132616538832,0,-1.1931323742631605,0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,-1.1890337086215532,-1.103033437928102,0
-0.6351950639824246,-0.9856398334761236,1,-1.2731246761744837,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.275643655008429,-1.103033437928102,0
-0.00869759491979612,-0.15431885993166986,0,-0.11323629846029976,0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,1,0,1,0,-0.09968714757567274,0.5207381436215996,1
0.1574821050968162,-0.5330964547077621,0,-0.7131785627952225,0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,1,1,0,1,-0.689496132986731,1.0619953374715,0
0.12590796209365976,-0.7567982535910162,0,-0.9931516194848531,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,-0.9815630219446437,0.5207381436215996,0
1.0049985751815391,-0.7165844305593455,1,-1.0331477704405145,0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,1,1,-1.035749662189787,-0.02051905022830094,0
1.4420511862252297,2.493043361503797,0,1.5266058907218223,0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,0,1,1,1.6652604085952347,1.6032525313214008,1
